 [x] Sent b'[2/20/2023 8:58, 88.0]' on route-C
 [x] Sent b'[2/20/2023 9:49, 114.0]' on route-A
 [x] Sent b'[2/20/2023 9:49, 126.0]' on route-B
 [x] Sent b'[2/20/2023 9:49, 126.0]' on route-C
 [x] Sent b'[2/20/2023 9:50, 100.0]' on route-A
 [x] Sent b'[2/20/2023 9:50, 97.0]' on route-B
 [x] Sent b'[2/20/2023 9:50, 94.0]' on route-C
 [x] Sent b'[2/20/2023 9:50, 100.0]' on route-A
 [x] Sent b'[2/20/2023 9:50, 101.0]' on route-B
 [x] Sent b'[2/20/2023 9:50, 121.0]' on route-C
 [x] Sent b'[2/20/2023 9:50, 124.0]' on route-A
 [x] Sent b'[2/20/2023 9:50, 128.0]' on route-B
 [x] Sent b'[2/20/2023 9:50, 130.0]' on route-C
 [x] Sent b'[2/20/2023 9:51, 86.0]' on route-A
 [x] Sent b'[2/20/2023 9:51, 104.0]' on route-B
 [x] Sent b'[2/20/2023 9:51, 103.0]' on route-C
 [x] Sent b'[2/20/2023 9:51, 111.0]' on route-A
 [x] Sent b'[2/20/2023 9:51, 115.0]' on route-B
 [x] Sent b'[2/20/2023 9:51, 113.0]' on route-C
 [x] Sent b'[2/20/2023 9:51, 127.0]' on route-A
 [x] Sent b'[2/20/2023 9:51, 85.0]' on route-B
 [x] Sent b'[2/20/2023 9:51, 112.0]' on route-C
 [x] Sent b'[2/20/2023 9:52, 98.0]' on route-A
 [x] Sent b'[2/20/2023 9:52, 126.0]' on route-B
 [x] Sent b'[2/20/2023 9:52, 117.0]' on route-C
 [x] Sent b'[2/20/2023 9:52, 113.0]' on route-A
 [x] Sent b'[2/20/2023 9:52, 93.0]' on route-B
 [x] Sent b'[2/20/2023 9:52, 88.0]' on route-C
 [x] Sent b'[2/20/2023 9:52, 126.0]' on route-A
 [x] Sent b'[2/20/2023 9:52, 96.0]' on route-B
 [x] Sent b'[2/20/2023 9:52, 101.0]' on route-C
 [x] Sent b'[2/20/2023 9:53, 96.0]' on route-A
 [x] Sent b'[2/20/2023 9:53, 122.0]' on route-B
 [x] Sent b'[2/20/2023 9:53, 112.0]' on route-C
 [x] Sent b'[2/20/2023 9:53, 100.0]' on route-A
 [x] Sent b'[2/20/2023 9:53, 86.0]' on route-B
 [x] Sent b'[2/20/2023 9:53, 123.0]' on route-C
 [x] Sent b'[2/20/2023 9:53, 85.0]' on route-A
 [x] Sent b'[2/20/2023 9:53, 99.0]' on route-B
 [x] Sent b'[2/20/2023 9:53, 92.0]' on route-C
 [x] Sent b'[2/20/2023 9:54, 128.0]' on route-A
 [x] Sent b'[2/20/2023 9:54, 103.0]' on route-B
 [x] Sent b'[2/20/2023 9:54, 123.0]' on route-C
 [x] Sent b'[2/20/2023 9:54, 94.0]' on route-A
 [x] Sent b'[2/20/2023 9:54, 123.0]' on route-B
 [x] Sent b'[2/20/2023 9:54, 106.0]' on route-C
 [x] Sent b'[2/20/2023 9:54, 93.0]' on route-A
 [x] Sent b'[2/20/2023 9:54, 88.0]' on route-B
 [x] Sent b'[2/20/2023 9:54, 95.0]' on route-C
 [x] Sent b'[2/20/2023 9:55, 85.0]' on route-A
 [x] Sent b'[2/20/2023 9:55, 111.0]' on route-B
 [x] Sent b'[2/20/2023 9:55, 97.0]' on route-C
 [x] Sent b'[2/20/2023 9:55, 104.0]' on route-A
 [x] Sent b'[2/20/2023 9:55, 103.0]' on route-B
 [x] Sent b'[2/20/2023 9:55, 111.0]' on route-C
 [x] Sent b'[2/20/2023 9:55, 86.0]' on route-A
 [x] Sent b'[2/20/2023 9:55, 94.0]' on route-B
 [x] Sent b'[2/20/2023 9:55, 86.0]' on route-C
 [x] Sent b'[2/20/2023 9:56, 86.0]' on route-A
 [x] Sent b'[2/20/2023 9:56, 121.0]' on route-B
 [x] Sent b'[2/20/2023 9:56, 113.0]' on route-C
 [x] Sent b'[2/20/2023 9:56, 117.0]' on route-A
 [x] Sent b'[2/20/2023 9:56, 114.0]' on route-B
 [x] Sent b'[2/20/2023 9:56, 120.0]' on route-C
 [x] Sent b'[2/20/2023 9:56, 115.0]' on route-A
 [x] Sent b'[2/20/2023 9:56, 89.0]' on route-B
 [x] Sent b'[2/20/2023 9:56, 112.0]' on route-C
 [x] Sent b'[2/20/2023 9:57, 112.0]' on route-A
 [x] Sent b'[2/20/2023 9:57, 112.0]' on route-B
 [x] Sent b'[2/20/2023 9:57, 106.0]' on route-C
 [x] Sent b'[2/20/2023 9:57, 119.0]' on route-A
 [x] Sent b'[2/20/2023 9:57, 110.0]' on route-B
 [x] Sent b'[2/20/2023 9:57, 111.0]' on route-C
 [x] Sent b'[2/20/2023 9:57, 108.0]' on route-A
 [x] Sent b'[2/20/2023 9:57, 92.0]' on route-B
 [x] Sent b'[2/20/2023 9:57, 112.0]' on route-C
 [x] Sent b'[2/20/2023 9:58, 106.0]' on route-A
 [x] Sent b'[2/20/2023 9:58, 105.0]' on route-B
 [x] Sent b'[2/20/2023 9:58, 97.0]' on route-C
 [x] Sent b'[2/20/2023 9:58, 89.0]' on route-B
 [x] Sent b'[2/20/2023 9:58, 127.0]' on route-C
 [x] Sent b'[2/20/2023 9:58, 126.0]' on route-A
 [x] Sent b'[2/20/2023 9:58, 99.0]' on route-B
 [x] Sent b'[2/20/2023 9:58, 121.0]' on route-C
 [x] Sent b'[2/20/2023 9:59, 118.0]' on route-A
 [x] Sent b'[2/20/2023 9:59, 128.0]' on route-B
 [x] Sent b'[2/20/2023 9:59, 122.0]' on route-C
 [x] Sent b'[2/20/2023 9:59, 118.0]' on route-A
 [x] Sent b'[2/20/2023 9:59, 87.0]' on route-B
 [x] Sent b'[2/20/2023 9:59, 99.0]' on route-C
 [x] Sent b'[2/20/2023 9:59, 103.0]' on route-A
 [x] Sent b'[2/20/2023 9:59, 122.0]' on route-B
 [x] Sent b'[2/20/2023 9:59, 103.0]' on route-C
 [x] Sent b'[2/20/2023 10:00, 93.0]' on route-A
 [x] Sent b'[2/20/2023 10:00, 126.0]' on route-B
 [x] Sent b'[2/20/2023 10:00, 86.0]' on route-C
 [x] Sent b'[2/20/2023 10:00, 110.0]' on route-A
 [x] Sent b'[2/20/2023 10:00, 116.0]' on route-B
 [x] Sent b'[2/20/2023 10:00, 105.0]' on route-C
 [x] Sent b'[2/20/2023 10:00, 90.0]' on route-A
 [x] Sent b'[2/20/2023 10:00, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:01, 129.0]' on route-A
 [x] Sent b'[2/20/2023 10:01, 125.0]' on route-B
 [x] Sent b'[2/20/2023 10:01, 126.0]' on route-C
 [x] Sent b'[2/20/2023 10:01, 110.0]' on route-A
 [x] Sent b'[2/20/2023 10:01, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:01, 114.0]' on route-B
 [x] Sent b'[2/20/2023 10:01, 92.0]' on route-C
 [x] Sent b'[2/20/2023 10:02, 97.0]' on route-A
 [x] Sent b'[2/20/2023 10:02, 100.0]' on route-B
 [x] Sent b'[2/20/2023 10:02, 88.0]' on route-C
 [x] Sent b'[2/20/2023 10:02, 123.0]' on route-A
 [x] Sent b'[2/20/2023 10:02, 85.0]' on route-B
 [x] Sent b'[2/20/2023 10:02, 122.0]' on route-C
 [x] Sent b'[2/20/2023 10:02, 124.0]' on route-A
 [x] Sent b'[2/20/2023 10:02, 93.0]' on route-B
 [x] Sent b'[2/20/2023 10:02, 96.0]' on route-C
 [x] Sent b'[2/20/2023 10:03, 102.0]' on route-A
 [x] Sent b'[2/20/2023 10:03, 116.0]' on route-B
 [x] Sent b'[2/20/2023 10:03, 119.0]' on route-C
 [x] Sent b'[2/20/2023 10:03, 110.0]' on route-A
 [x] Sent b'[2/20/2023 10:03, 115.0]' on route-B
 [x] Sent b'[2/20/2023 10:03, 89.0]' on route-C
 [x] Sent b'[2/20/2023 10:03, 101.0]' on route-A
 [x] Sent b'[2/20/2023 10:03, 120.0]' on route-B
 [x] Sent b'[2/20/2023 10:03, 124.0]' on route-C
 [x] Sent b'[2/20/2023 10:04, 98.0]' on route-A
 [x] Sent b'[2/20/2023 10:04, 101.0]' on route-B
 [x] Sent b'[2/20/2023 10:04, 112.0]' on route-C
 [x] Sent b'[2/20/2023 10:04, 87.0]' on route-A
 [x] Sent b'[2/20/2023 10:04, 89.0]' on route-B
 [x] Sent b'[2/20/2023 10:04, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:04, 102.0]' on route-A
 [x] Sent b'[2/20/2023 10:04, 123.0]' on route-B
 [x] Sent b'[2/20/2023 10:04, 94.0]' on route-C
 [x] Sent b'[2/20/2023 10:05, 90.0]' on route-A
 [x] Sent b'[2/20/2023 10:05, 125.0]' on route-B
 [x] Sent b'[2/20/2023 10:05, 106.0]' on route-C
 [x] Sent b'[2/20/2023 10:05, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:05, 125.0]' on route-B
 [x] Sent b'[2/20/2023 10:05, 101.0]' on route-C
 [x] Sent b'[2/20/2023 10:05, 117.0]' on route-A
 [x] Sent b'[2/20/2023 10:05, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:05, 101.0]' on route-C
 [x] Sent b'[2/20/2023 10:06, 94.0]' on route-A
 [x] Sent b'[2/20/2023 10:06, 102.0]' on route-B
 [x] Sent b'[2/20/2023 10:06, 94.0]' on route-C
 [x] Sent b'[2/20/2023 10:06, 105.0]' on route-A
 [x] Sent b'[2/20/2023 10:06, 102.0]' on route-B
 [x] Sent b'[2/20/2023 10:06, 122.0]' on route-C
 [x] Sent b'[2/20/2023 10:06, 109.0]' on route-A
 [x] Sent b'[2/20/2023 10:06, 111.0]' on route-B
 [x] Sent b'[2/20/2023 10:06, 109.0]' on route-C
 [x] Sent b'[2/20/2023 10:07, 110.0]' on route-A
 [x] Sent b'[2/20/2023 10:07, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:07, 91.0]' on route-C
 [x] Sent b'[2/20/2023 10:07, 123.0]' on route-A
 [x] Sent b'[2/20/2023 10:07, 99.0]' on route-B
 [x] Sent b'[2/20/2023 10:07, 102.0]' on route-C
 [x] Sent b'[2/20/2023 10:07, 101.0]' on route-A
 [x] Sent b'[2/20/2023 10:07, 118.0]' on route-B
 [x] Sent b'[2/20/2023 10:07, 108.0]' on route-C
 [x] Sent b'[2/20/2023 10:08, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:08, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:08, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:08, 108.0]' on route-A
 [x] Sent b'[2/20/2023 10:08, 88.0]' on route-B
 [x] Sent b'[2/20/2023 10:08, 106.0]' on route-C
 [x] Sent b'[2/20/2023 10:08, 125.0]' on route-A
 [x] Sent b'[2/20/2023 10:08, 89.0]' on route-B
 [x] Sent b'[2/20/2023 10:08, 90.0]' on route-C
 [x] Sent b'[2/20/2023 10:09, 110.0]' on route-A
 [x] Sent b'[2/20/2023 10:09, 93.0]' on route-B
 [x] Sent b'[2/20/2023 10:09, 103.0]' on route-C
 [x] Sent b'[2/20/2023 10:09, 102.0]' on route-A
 [x] Sent b'[2/20/2023 10:09, 97.0]' on route-B
 [x] Sent b'[2/20/2023 10:09, 114.0]' on route-C
 [x] Sent b'[2/20/2023 10:09, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:09, 108.0]' on route-B
 [x] Sent b'[2/20/2023 10:09, 87.0]' on route-C
 [x] Sent b'[2/20/2023 10:10, 86.0]' on route-A
 [x] Sent b'[2/20/2023 10:10, 110.0]' on route-B
 [x] Sent b'[2/20/2023 10:10, 107.0]' on route-C
 [x] Sent b'[2/20/2023 10:10, 93.0]' on route-A
 [x] Sent b'[2/20/2023 10:10, 119.0]' on route-B
 [x] Sent b'[2/20/2023 10:10, 88.0]' on route-C
 [x] Sent b'[2/20/2023 10:10, 103.0]' on route-A
 [x] Sent b'[2/20/2023 10:10, 117.0]' on route-B
 [x] Sent b'[2/20/2023 10:10, 112.0]' on route-C
 [x] Sent b'[2/20/2023 10:11, 126.0]' on route-A
 [x] Sent b'[2/20/2023 10:11, 125.0]' on route-B
 [x] Sent b'[2/20/2023 10:11, 123.0]' on route-C
 [x] Sent b'[2/20/2023 10:11, 119.0]' on route-A
 [x] Sent b'[2/20/2023 10:11, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:11, 86.0]' on route-C
 [x] Sent b'[2/20/2023 10:11, 123.0]' on route-A
 [x] Sent b'[2/20/2023 10:11, 116.0]' on route-B
 [x] Sent b'[2/20/2023 10:11, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:12, 109.0]' on route-B
 [x] Sent b'[2/20/2023 10:12, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:12, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:12, 105.0]' on route-B
 [x] Sent b'[2/20/2023 10:12, 127.0]' on route-C
 [x] Sent b'[2/20/2023 10:12, 107.0]' on route-A
 [x] Sent b'[2/20/2023 10:12, 102.0]' on route-B
 [x] Sent b'[2/20/2023 10:12, 105.0]' on route-C
 [x] Sent b'[2/20/2023 10:13, 85.0]' on route-A
 [x] Sent b'[2/20/2023 10:13, 117.0]' on route-B
 [x] Sent b'[2/20/2023 10:13, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:13, 92.0]' on route-A
 [x] Sent b'[2/20/2023 10:13, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:13, 115.0]' on route-A
 [x] Sent b'[2/20/2023 10:13, 127.0]' on route-B
 [x] Sent b'[2/20/2023 10:13, 93.0]' on route-C
 [x] Sent b'[2/20/2023 10:14, 124.0]' on route-A
 [x] Sent b'[2/20/2023 10:14, 89.0]' on route-B
 [x] Sent b'[2/20/2023 10:14, 107.0]' on route-C
 [x] Sent b'[2/20/2023 10:14, 86.0]' on route-A
 [x] Sent b'[2/20/2023 10:14, 118.0]' on route-B
 [x] Sent b'[2/20/2023 10:14, 111.0]' on route-C
 [x] Sent b'[2/20/2023 10:14, 103.0]' on route-A
 [x] Sent b'[2/20/2023 10:14, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:15, 90.0]' on route-A
 [x] Sent b'[2/20/2023 10:15, 85.0]' on route-B
 [x] Sent b'[2/20/2023 10:15, 110.0]' on route-C
 [x] Sent b'[2/20/2023 10:15, 114.0]' on route-A
 [x] Sent b'[2/20/2023 10:15, 100.0]' on route-B
 [x] Sent b'[2/20/2023 10:15, 99.0]' on route-C
 [x] Sent b'[2/20/2023 10:15, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:15, 99.0]' on route-B
 [x] Sent b'[2/20/2023 10:15, 122.0]' on route-C
 [x] Sent b'[2/20/2023 10:16, 125.0]' on route-A
 [x] Sent b'[2/20/2023 10:16, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:16, 107.0]' on route-C
 [x] Sent b'[2/20/2023 10:16, 105.0]' on route-A
 [x] Sent b'[2/20/2023 10:16, 88.0]' on route-B
 [x] Sent b'[2/20/2023 10:16, 113.0]' on route-C
 [x] Sent b'[2/20/2023 10:16, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:16, 127.0]' on route-B
 [x] Sent b'[2/20/2023 10:16, 126.0]' on route-C
 [x] Sent b'[2/20/2023 10:17, 95.0]' on route-A
 [x] Sent b'[2/20/2023 10:17, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:17, 100.0]' on route-C
 [x] Sent b'[2/20/2023 10:17, 94.0]' on route-A
 [x] Sent b'[2/20/2023 10:17, 88.0]' on route-B
 [x] Sent b'[2/20/2023 10:17, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:17, 130.0]' on route-A
 [x] Sent b'[2/20/2023 10:17, 93.0]' on route-B
 [x] Sent b'[2/20/2023 10:17, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:18, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:18, 100.0]' on route-B
 [x] Sent b'[2/20/2023 10:18, 111.0]' on route-C
 [x] Sent b'[2/20/2023 10:18, 87.0]' on route-A
 [x] Sent b'[2/20/2023 10:18, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:18, 105.0]' on route-C
 [x] Sent b'[2/20/2023 10:18, 117.0]' on route-A
 [x] Sent b'[2/20/2023 10:18, 128.0]' on route-B
 [x] Sent b'[2/20/2023 10:18, 85.0]' on route-C
 [x] Sent b'[2/20/2023 10:19, 103.0]' on route-A
 [x] Sent b'[2/20/2023 10:19, 85.0]' on route-B
 [x] Sent b'[2/20/2023 10:19, 95.0]' on route-C
 [x] Sent b'[2/20/2023 10:19, 97.0]' on route-A
 [x] Sent b'[2/20/2023 10:19, 111.0]' on route-B
 [x] Sent b'[2/20/2023 10:19, 120.0]' on route-C
 [x] Sent b'[2/20/2023 10:19, 94.0]' on route-A
 [x] Sent b'[2/20/2023 10:19, 120.0]' on route-B
 [x] Sent b'[2/20/2023 10:19, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:20, 103.0]' on route-A
 [x] Sent b'[2/20/2023 10:20, 88.0]' on route-B
 [x] Sent b'[2/20/2023 10:20, 98.0]' on route-C
 [x] Sent b'[2/20/2023 10:20, 91.0]' on route-A
 [x] Sent b'[2/20/2023 10:20, 124.0]' on route-B
 [x] Sent b'[2/20/2023 10:20, 111.0]' on route-C
 [x] Sent b'[2/20/2023 10:20, 91.0]' on route-A
 [x] Sent b'[2/20/2023 10:20, 105.0]' on route-B
 [x] Sent b'[2/20/2023 10:20, 124.0]' on route-C
 [x] Sent b'[2/20/2023 10:21, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:21, 100.0]' on route-B
 [x] Sent b'[2/20/2023 10:21, 108.0]' on route-C
 [x] Sent b'[2/20/2023 10:21, 123.0]' on route-A
 [x] Sent b'[2/20/2023 10:21, 109.0]' on route-B
 [x] Sent b'[2/20/2023 10:21, 104.0]' on route-C
 [x] Sent b'[2/20/2023 10:21, 93.0]' on route-A
 [x] Sent b'[2/20/2023 10:21, 108.0]' on route-B
 [x] Sent b'[2/20/2023 10:21, 86.0]' on route-C
 [x] Sent b'[2/20/2023 10:22, 99.0]' on route-A
 [x] Sent b'[2/20/2023 10:22, 91.0]' on route-B
 [x] Sent b'[2/20/2023 10:22, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:22, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:22, 119.0]' on route-B
 [x] Sent b'[2/20/2023 10:22, 120.0]' on route-C
 [x] Sent b'[2/20/2023 10:22, 126.0]' on route-A
 [x] Sent b'[2/20/2023 10:22, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:22, 112.0]' on route-C
 [x] Sent b'[2/20/2023 10:23, 105.0]' on route-A
 [x] Sent b'[2/20/2023 10:23, 94.0]' on route-B
 [x] Sent b'[2/20/2023 10:23, 125.0]' on route-C
 [x] Sent b'[2/20/2023 10:23, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:23, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:23, 86.0]' on route-C
 [x] Sent b'[2/20/2023 10:23, 89.0]' on route-A
 [x] Sent b'[2/20/2023 10:23, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:23, 116.0]' on route-C
 [x] Sent b'[2/20/2023 10:24, 125.0]' on route-A
 [x] Sent b'[2/20/2023 10:24, 111.0]' on route-B
 [x] Sent b'[2/20/2023 10:24, 93.0]' on route-C
 [x] Sent b'[2/20/2023 10:24, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:24, 108.0]' on route-B
 [x] Sent b'[2/20/2023 10:24, 104.0]' on route-C
 [x] Sent b'[2/20/2023 10:24, 111.0]' on route-A
 [x] Sent b'[2/20/2023 10:24, 108.0]' on route-B
 [x] Sent b'[2/20/2023 10:24, 125.0]' on route-C
 [x] Sent b'[2/20/2023 10:25, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:25, 90.0]' on route-B
 [x] Sent b'[2/20/2023 10:25, 113.0]' on route-C
 [x] Sent b'[2/20/2023 10:25, 129.0]' on route-A
 [x] Sent b'[2/20/2023 10:25, 116.0]' on route-B
 [x] Sent b'[2/20/2023 10:25, 112.0]' on route-C
 [x] Sent b'[2/20/2023 10:25, 112.0]' on route-A
 [x] Sent b'[2/20/2023 10:25, 89.0]' on route-B
 [x] Sent b'[2/20/2023 10:25, 116.0]' on route-C
 [x] Sent b'[2/20/2023 10:26, 89.0]' on route-A
 [x] Sent b'[2/20/2023 10:26, 103.0]' on route-B
 [x] Sent b'[2/20/2023 10:26, 109.0]' on route-C
 [x] Sent b'[2/20/2023 10:26, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:26, 103.0]' on route-B
 [x] Sent b'[2/20/2023 10:26, 110.0]' on route-C
 [x] Sent b'[2/20/2023 10:26, 112.0]' on route-A
 [x] Sent b'[2/20/2023 10:26, 125.0]' on route-B
 [x] Sent b'[2/20/2023 10:26, 114.0]' on route-C
 [x] Sent b'[2/20/2023 10:27, 119.0]' on route-A
 [x] Sent b'[2/20/2023 10:27, 94.0]' on route-B
 [x] Sent b'[2/20/2023 10:27, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:27, 98.0]' on route-A
 [x] Sent b'[2/20/2023 10:27, 124.0]' on route-B
 [x] Sent b'[2/20/2023 10:27, 126.0]' on route-C
 [x] Sent b'[2/20/2023 10:27, 127.0]' on route-A
 [x] Sent b'[2/20/2023 10:27, 130.0]' on route-B
 [x] Sent b'[2/20/2023 10:27, 105.0]' on route-C
 [x] Sent b'[2/20/2023 10:28, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:28, 94.0]' on route-B
 [x] Sent b'[2/20/2023 10:28, 124.0]' on route-C
 [x] Sent b'[2/20/2023 10:28, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:28, 109.0]' on route-B
 [x] Sent b'[2/20/2023 10:28, 130.0]' on route-C
 [x] Sent b'[2/20/2023 10:28, 93.0]' on route-A
 [x] Sent b'[2/20/2023 10:28, 87.0]' on route-B
 [x] Sent b'[2/20/2023 10:28, 106.0]' on route-C
 [x] Sent b'[2/20/2023 10:29, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:29, 104.0]' on route-B
 [x] Sent b'[2/20/2023 10:29, 90.0]' on route-C
 [x] Sent b'[2/20/2023 10:29, 94.0]' on route-A
 [x] Sent b'[2/20/2023 10:29, 121.0]' on route-B
 [x] Sent b'[2/20/2023 10:29, 102.0]' on route-C
 [x] Sent b'[2/20/2023 10:29, 125.0]' on route-A
 [x] Sent b'[2/20/2023 10:29, 94.0]' on route-B
 [x] Sent b'[2/20/2023 10:29, 130.0]' on route-C
 [x] Sent b'[2/20/2023 10:30, 122.0]' on route-A
 [x] Sent b'[2/20/2023 10:30, 87.0]' on route-B
 [x] Sent b'[2/20/2023 10:30, 93.0]' on route-C
 [x] Sent b'[2/20/2023 10:30, 116.0]' on route-A
 [x] Sent b'[2/20/2023 10:30, 87.0]' on route-B
 [x] Sent b'[2/20/2023 10:30, 96.0]' on route-C
 [x] Sent b'[2/20/2023 10:30, 121.0]' on route-A
 [x] Sent b'[2/20/2023 10:30, 89.0]' on route-B
 [x] Sent b'[2/20/2023 10:30, 122.0]' on route-C
 [x] Sent b'[2/20/2023 10:31, 105.0]' on route-A
 [x] Sent b'[2/20/2023 10:31, 124.0]' on route-B
 [x] Sent b'[2/20/2023 10:31, 106.0]' on route-C
 [x] Sent b'[2/20/2023 10:31, 115.0]' on route-A
 [x] Sent b'[2/20/2023 10:31, 116.0]' on route-B
 [x] Sent b'[2/20/2023 10:31, 97.0]' on route-C
 [x] Sent b'[2/20/2023 10:31, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:31, 114.0]' on route-B
 [x] Sent b'[2/20/2023 10:31, 121.0]' on route-C
 [x] Sent b'[2/20/2023 10:32, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:32, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:32, 129.0]' on route-C
 [x] Sent b'[2/20/2023 10:32, 104.0]' on route-A
 [x] Sent b'[2/20/2023 10:32, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:32, 94.0]' on route-C
 [x] Sent b'[2/20/2023 10:32, 97.0]' on route-A
 [x] Sent b'[2/20/2023 10:32, 117.0]' on route-B
 [x] Sent b'[2/20/2023 10:32, 116.0]' on route-C
 [x] Sent b'[2/20/2023 10:33, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:33, 114.0]' on route-B
 [x] Sent b'[2/20/2023 10:33, 119.0]' on route-C
 [x] Sent b'[2/20/2023 10:33, 117.0]' on route-A
 [x] Sent b'[2/20/2023 10:33, 119.0]' on route-B
 [x] Sent b'[2/20/2023 10:33, 95.0]' on route-C
 [x] Sent b'[2/20/2023 10:33, 87.0]' on route-A
 [x] Sent b'[2/20/2023 10:33, 118.0]' on route-B
 [x] Sent b'[2/20/2023 10:33, 129.0]' on route-C
 [x] Sent b'[2/20/2023 10:34, 100.0]' on route-A
 [x] Sent b'[2/20/2023 10:34, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:34, 105.0]' on route-C
 [x] Sent b'[2/20/2023 10:34, 89.0]' on route-A
 [x] Sent b'[2/20/2023 10:34, 95.0]' on route-B
 [x] Sent b'[2/20/2023 10:34, 85.0]' on route-C
 [x] Sent b'[2/20/2023 10:34, 121.0]' on route-A
 [x] Sent b'[2/20/2023 10:34, 85.0]' on route-B
 [x] Sent b'[2/20/2023 10:34, 104.0]' on route-C
 [x] Sent b'[2/20/2023 10:35, 88.0]' on route-A
 [x] Sent b'[2/20/2023 10:35, 112.0]' on route-B
 [x] Sent b'[2/20/2023 10:35, 97.0]' on route-C
 [x] Sent b'[2/20/2023 10:35, 115.0]' on route-A
 [x] Sent b'[2/20/2023 10:35, 130.0]' on route-B
 [x] Sent b'[2/20/2023 10:35, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:35, 113.0]' on route-A
 [x] Sent b'[2/20/2023 10:35, 86.0]' on route-B
 [x] Sent b'[2/20/2023 10:35, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:36, 110.0]' on route-A
 [x] Sent b'[2/20/2023 10:36, 107.0]' on route-B
 [x] Sent b'[2/20/2023 10:36, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:36, 114.0]' on route-A
 [x] Sent b'[2/20/2023 10:36, 123.0]' on route-B
 [x] Sent b'[2/20/2023 10:36, 92.0]' on route-C
 [x] Sent b'[2/20/2023 10:36, 107.0]' on route-A
 [x] Sent b'[2/20/2023 10:36, 103.0]' on route-B
 [x] Sent b'[2/20/2023 10:36, 118.0]' on route-C
 [x] Sent b'[2/20/2023 10:37, 106.0]' on route-A
 [x] Sent b'[2/20/2023 10:37, 118.0]' on route-B
 [x] Sent b'[2/20/2023 10:37, 117.0]' on route-C
 [x] Sent b'[2/20/2023 10:37, 123.0]' on route-A
 [x] Sent b'[2/20/2023 10:37, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:37, 115.0]' on route-C
 [x] Sent b'[2/20/2023 10:37, 101.0]' on route-A
 [x] Sent b'[2/20/2023 10:37, 113.0]' on route-B
 [x] Sent b'[2/20/2023 10:37, 129.0]' on route-C
 [x] Sent b'[2/20/2023 10:38, 114.0]' on route-A
 [x] Sent b'[2/20/2023 10:38, 104.0]' on route-B
 [x] Sent b'[2/20/2023 10:38, 103.0]' on route-C
 [x] Sent b'[2/20/2023 10:38, 118.0]' on route-A
 [x] Sent b'[2/20/2023 10:38, 120.0]' on route-B
 [x] Sent b'[2/20/2023 10:38, 123.0]' on route-C
 [x] Sent b'[2/20/2023 10:38, 127.0]' on route-A
 [x] Sent b'[2/20/2023 10:38, 107.0]' on route-B
